author_name	author_id	loc_type	place	place_id	country	country_ISO	place_full	LongLabel	Addr_type	Type	StAddr	StName	AddNum	City	Subregion	Region	CntryName	Country	x	y	score	error
Woolf, Virginia	Q40909	residence	Monk's House	Q864197	United Kingdom	GBR	Monk's House, United Kingdom	Monkhouse, Chestergate, Stockport, Cheshire, England, SK3 0, GBR	POI	Childrens Apparel	Chestergate	Chestergate		Stockport	Cheshire	England	United Kingdom	GBR	-2.168809999999951	53.40841000000006	94.6	
Hamilton, Cicely	Q5119353	place of birth	Paddington	Q124230	United Kingdom	GBR	Paddington, United Kingdom	Paddington, Cheshire, England, GBR	Locality	District				Paddington	Cheshire	England	United Kingdom	GBR	-2.545203163999929	53.39910695300006	100.0	
Hamilton, Cicely	Q5119353	place of birth	Sussex Gardens	Q17347234	United Kingdom	GBR	Sussex Gardens, United Kingdom	Sussex, England, GBR	Locality	City				Sussex		England	United Kingdom	GBR	-0.08332999999993262	50.91667000000007	88.34	
Hamilton, Cicely	Q5119353	place of death	Chelsea	Q743535	United Kingdom	GBR	Chelsea, United Kingdom	Chelsea, Kensington and Chelsea, Greater London, England, GBR	Locality	Neighborhood				Kensington and Chelsea	Greater London	England	United Kingdom	GBR	-0.16935999999992646	51.487550000000056	100.0	
Hamilton, Cicely	Q5119353	country of citizenship	United Kingdom of Great Britain and Ireland	Q174193	United Kingdom of Great Britain and Ireland	GBR	United Kingdom of Great Britain and Ireland, United Kingdom of Great Britain and Ireland	Ireland, Bedfordshire, England, GBR	Locality	Village				Ireland	Bedfordshire	England	United Kingdom	GBR	-0.34754845499998055	52.06069254300007	75.48	
Hamilton, Cicely	Q5119353	country of citizenship	United Kingdom	Q145	United Kingdom	GBR	United Kingdom, United Kingdom	United Kingdom	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	100.0	
Arlen, Michael [pseud.]	Q115683	place of birth	Ruse	Q160173	Bulgaria	BGR	Ruse, Bulgaria	Ruse, BGR	Locality	City					Ruse	Ruse	Balgaria	BGR	25.957660000000033	43.835120000000074	100.0	
Arlen, Michael [pseud.]	Q115683	place of death	New York City	Q60	United States of America	USA	New York City, United States of America	New York, NY, USA	Locality	City				New York	New York County	New York	United States	USA	-74.00711999999999	40.714530000000025	100.0	
Arlen, Michael [pseud.]	Q115683	country of citizenship	United Kingdom	Q145	United Kingdom	GBR	United Kingdom, United Kingdom	United Kingdom	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	100.0	
Arlen, Michael [pseud.]	Q115683	residence	England	Q21	United Kingdom	GBR	England, United Kingdom	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100.0	
Arlen, Michael [pseud.]	Q115683	residence	Plovdiv	Q459	Bulgaria	BGR	Plovdiv, Bulgaria	Plovdiv, BGR	Locality	City					Plovdiv	Plovdiv	Balgaria	BGR	24.749050000000068	42.13586000000004	100.0	
Benson, Stella	Q2342103	place of birth	Shropshire	Q23103	Great Britain	GBR	Shropshire, Great Britain	Shropshire, England, GBR	Locality	County					Shropshire	England	United Kingdom	GBR	-2.7137354779999328	52.64334619700003	100.0	
Benson, Stella	Q2342103	place of birth	England	Q21	United Kingdom	GBR	England, United Kingdom	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100.0	
Benson, Stella	Q2342103	place of death	Tonkin	Q622778	Vietnam	VNM	Tonkin, Vietnam	Tonkin, VNM	Locality	Zone							Socialist Republic of Vietnam	VNM	105.00000000000006	22.000000000000057	100.0	
Benson, Stella	Q2342103	country of citizenship	United Kingdom	Q145	United Kingdom	GBR	United Kingdom, United Kingdom	United Kingdom	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	100.0	
Benson, Stella	Q2342103	archives at	UK National Archives	Q392703	United Kingdom	GBR	UK National Archives, United Kingdom	National Archives, Bessant Drive, Richmond, Surrey, England, TW9 4, GBR	POI	Business Facility	Bessant Drive	Bessant		Richmond	Surrey	England	United Kingdom	GBR	-0.27938999999997804	51.47927000000004	96.13	
Lawrence, David Herbert	Q34970	place of burial	D. H. Lawrence Ranch	Q5203614	United States of America	USA	D. H. Lawrence Ranch, United States of America	Lawrence Ranch, NE, USA	POI	Building					Keya Paha County	Nebraska	United States	USA	-100.17123999999995	42.98473000000007	96.67	
Lawrence, David Herbert	Q34970	place of birth	Eastwood	Q2736112	United Kingdom	GBR	Eastwood, United Kingdom	Eastwood, Broxtowe, Nottinghamshire, England, GBR	Locality	City				Broxtowe	Nottinghamshire	England	United Kingdom	GBR	-1.3025872819999336	53.01739156500008	100.0	
Lawrence, David Herbert	Q34970	place of death	Vence	Q192368	France	FRA	Vence, France	Vence, Alpes-Maritimes, Provence-Alpes-Côte d'Azur, FRA	Locality	City				Vence	Alpes-Maritimes	Provence-Alpes-Côte d'Azur	France	FRA	7.113456270000029	43.72277902800005	100.0	
Lawrence, David Herbert	Q34970	country of citizenship	United Kingdom	Q145	United Kingdom	GBR	United Kingdom, United Kingdom	United Kingdom	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	100.0	
Lawrence, David Herbert	Q34970	archives at	Harry Ransom Center	Q5671855	United States of America	USA	Harry Ransom Center, United States of America	Harry Ransom Center, 300 W 21st St, Austin, TX, 78712, USA	POI	Museum	300 W 21st St	21st	300	Austin	Travis County	Texas	United States	USA	-97.74105999999995	30.28376000000003	100.0	
Lawrence, David Herbert	Q34970	archives at	Beinecke Rare Book & Manuscript Library	Q814779	United States of America	USA	Beinecke Rare Book & Manuscript Library, United States of America	Beinecke Rare Book and Manuscript Library, Town of New Haven, CT, USA	POI	Library				Town of New Haven	New Haven County	Connecticut	United States	USA	-72.92704999999995	41.31149000000005	100.0	
Trollope, Frances Milton	Q271961	place of burial	English Cemetery, Florence	Q1092134	Italy	ITA	English Cemetery, Florence, Italy	Florence War Cemetery, Via Aretina 34, 50014, Fiesole, Firenze, ITA	POI	Cemetery	Via Aretina 34	Aretina	34	Fiesole	Firenze	Toscana	Italia	ITA	11.341270000000065	43.76972000000006	78.81	
Trollope, Frances Milton	Q271961	place of birth	Stapleton	Q7600478	United Kingdom	GBR	Stapleton, United Kingdom	Stapleton, Bristol, England, GBR	Locality	Village				Stapleton	Bristol	England	United Kingdom	GBR	-2.5547242949999713	51.48129782500007	100.0	
Trollope, Frances Milton	Q271961	place of death	Florence	Q2044	Italy	ITA	Florence, Italy	Florence, ITA	Locality	City				Florence	Florence	Toscane	Italie	ITA	11.255010000000027	43.78237000000007	100.0	
Trollope, Frances Milton	Q271961	country of citizenship	United Kingdom	Q145	United Kingdom	GBR	United Kingdom, United Kingdom	United Kingdom	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	100.0	
Trollope, Frances Milton	Q271961	country of citizenship	United Kingdom of Great Britain and Ireland	Q174193	United Kingdom of Great Britain and Ireland	GBR	United Kingdom of Great Britain and Ireland, United Kingdom of Great Britain and Ireland	Ireland, Bedfordshire, England, GBR	Locality	Village				Ireland	Bedfordshire	England	United Kingdom	GBR	-0.34754845499998055	52.06069254300007	75.48	
Trollope, Frances Milton	Q271961	country of citizenship	Great Britain	Q161885	Great Britain	GBR	Great Britain, Great Britain	Great Britain	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	100.0	
